O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Category,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
21-1022.00,Healthcare Social Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,50.00,26,,,,,,08/2021,Occupational Expert
21-1022.00,Healthcare Social Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,46.15,26,,,,,,08/2021,Occupational Expert
21-1023.00,Mental Health and Substance Abuse Social Workers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.26,23,0.1348,1.9764,2.5356,N,,08/2021,Incumbent
21-1023.00,Mental Health and Substance Abuse Social Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,1.27,23,1.2977,0.1492,9.9319,N,,08/2021,Incumbent
21-1023.00,Mental Health and Substance Abuse Social Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,71.86,23,13.5882,38.7936,91.1441,N,,08/2021,Incumbent
21-1023.00,Mental Health and Substance Abuse Social Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,26.87,23,13.4729,8.1419,60.3651,N,,08/2021,Incumbent
21-1091.00,Health Education Specialists,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.32,19,0.2455,1.7994,2.8309,N,,08/2019,Incumbent
21-1091.00,Health Education Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,10.39,19,7.1673,2.2497,36.8803,N,,08/2019,Incumbent
21-1091.00,Health Education Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,47.70,19,19.8291,14.6551,82.8908,Y,,08/2019,Incumbent
21-1091.00,Health Education Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,41.91,19,21.1319,10.4311,81.7133,Y,,08/2019,Incumbent
21-1092.00,Probation Officers and Correctional Treatment Specialists,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.03,35,0.1232,1.7791,2.2798,N,,08/2020,Incumbent
21-1092.00,Probation Officers and Correctional Treatment Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,14.02,35,6.5137,5.1576,32.8386,N,,08/2020,Incumbent
21-1092.00,Probation Officers and Correctional Treatment Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,69.02,35,8.4429,49.9632,83.2483,N,,08/2020,Incumbent
21-1092.00,Probation Officers and Correctional Treatment Specialists,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,16.96,35,8.3128,5.7994,40.3982,N,,08/2020,Incumbent
21-1093.00,Social and Human Service Assistants,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.82,27,0.1599,1.4926,2.1501,N,,08/2020,Incumbent
21-1093.00,Social and Human Service Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,34.00,27,9.2640,18.0676,54.6207,N,,08/2020,Incumbent
21-1093.00,Social and Human Service Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,49.86,27,8.4639,33.1472,66.6034,N,,08/2020,Incumbent
21-1093.00,Social and Human Service Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,16.14,27,8.8268,4.7946,42.3761,N,,08/2020,Incumbent
21-1094.00,Community Health Workers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.82,20,0.4582,1.0000,2.7789,N,,07/2013,Incumbent
21-1094.00,Community Health Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,42.90,20,28.0152,6.4174,89.1650,Y,,07/2013,Incumbent
21-1094.00,Community Health Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,32.23,20,14.7242,10.3931,66.0983,N,,07/2013,Incumbent
21-1094.00,Community Health Workers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,24.88,20,19.3244,3.6627,74.2516,Y,,07/2013,Incumbent
21-2011.00,Clergy,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.48,23,0.2915,1.8728,3.0000,N,,08/2023,Incumbent
21-2011.00,Clergy,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,18.94,23,15.2497,2.8938,64.7020,N,,08/2023,Incumbent
21-2011.00,Clergy,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,14.38,23,6.9298,4.9674,35.0507,N,,08/2023,Incumbent
21-2011.00,Clergy,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,66.68,23,14.7078,33.6432,88.7587,N,,08/2023,Incumbent
21-2021.00,"Directors, Religious Activities and Education",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.52,17,0.2220,1.0513,1.9926,N,,08/2023,Incumbent
21-2021.00,"Directors, Religious Activities and Education",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,61.01,17,13.4577,32.0502,83.8518,N,,08/2023,Incumbent
21-2021.00,"Directors, Religious Activities and Education",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,25.78,17,11.5898,8.7711,55.6394,N,,08/2023,Incumbent
21-2021.00,"Directors, Religious Activities and Education",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,13.21,17,11.5110,1.7798,56.1155,N,,08/2023,Incumbent
23-1011.00,Lawyers,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.54,26,0.0965,2.3377,2.7353,N,,08/2024,Incumbent
23-1011.00,Lawyers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,12.51,26,2.4976,8.2016,18.6160,N,,08/2024,Incumbent
23-1011.00,Lawyers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,21.34,26,8.6100,8.6163,43.8249,N,,08/2024,Incumbent
23-1011.00,Lawyers,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,66.16,26,8.7978,46.5312,81.4512,N,,08/2024,Incumbent
23-1012.00,Judicial Law Clerks,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.28,17,0.1424,1.9775,2.5814,N,,08/2021,Incumbent
23-1012.00,Judicial Law Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,3.62,17,3.6797,0.3985,26.0235,N,,08/2021,Incumbent
23-1012.00,Judicial Law Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,64.82,17,13.1528,35.1718,86.2246,N,,08/2021,Incumbent
23-1012.00,Judicial Law Clerks,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,31.56,17,13.2061,11.2034,62.7630,N,,08/2021,Incumbent
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,1.81,26,0.1126,1.5742,2.0379,N,,08/2020,Incumbent
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,19.91,26,11.2753,5.4767,51.6082,N,,08/2020,Incumbent
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,79.58,26,11.3186,48.1441,94.2388,N,,08/2020,Incumbent
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,0.51,26,0.5347,0.0591,4.2826,N,,08/2020,Incumbent
23-1022.00,"Arbitrators, Mediators, and Conciliators",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.26,19,,,,,,08/2024,Occupational Expert
23-1022.00,"Arbitrators, Mediators, and Conciliators",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,21.05,19,,,,,,08/2024,Occupational Expert
23-1022.00,"Arbitrators, Mediators, and Conciliators",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,31.58,19,,,,,,08/2024,Occupational Expert
23-1022.00,"Arbitrators, Mediators, and Conciliators",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,47.37,19,,,,,,08/2024,Occupational Expert
23-1023.00,"Judges, Magistrate Judges, and Magistrates",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.58,20,0.2162,2.1306,3.0000,N,,08/2020,Incumbent
23-1023.00,"Judges, Magistrate Judges, and Magistrates",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,10.37,20,9.9665,1.2109,52.1907,N,,08/2020,Incumbent
23-1023.00,"Judges, Magistrate Judges, and Magistrates",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,20.95,20,10.9661,6.2161,51.4493,N,,08/2020,Incumbent
23-1023.00,"Judges, Magistrate Judges, and Magistrates",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,68.68,20,13.9491,36.0766,89.4974,N,,08/2020,Incumbent
23-2011.00,Paralegals and Legal Assistants,4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.11,19,0.2492,1.5819,2.6288,N,,08/2024,Incumbent
23-2011.00,Paralegals and Legal Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,26.01,19,11.1241,9.4477,54.2117,N,,08/2024,Incumbent
23-2011.00,Paralegals and Legal Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,37.45,19,12.5436,16.2771,64.8433,N,,08/2024,Incumbent
23-2011.00,Paralegals and Legal Assistants,4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,36.54,19,16.2885,11.6316,71.5811,N,,08/2024,Incumbent
23-2093.00,"Title Examiners, Abstractors, and Searchers",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.03,17,0.1637,1.6851,2.3790,N,,07/2017,Incumbent
23-2093.00,"Title Examiners, Abstractors, and Searchers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,16.18,17,8.9698,4.5370,43.9596,N,,07/2017,Incumbent
23-2093.00,"Title Examiners, Abstractors, and Searchers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,64.43,17,11.7611,37.8994,84.3172,N,,07/2017,Incumbent
23-2093.00,"Title Examiners, Abstractors, and Searchers",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,19.39,17,11.0747,5.0815,51.9279,N,,07/2017,Incumbent
25-1011.00,"Business Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.28,35,0.1850,1.9077,2.6595,N,,08/2019,Incumbent
25-1011.00,"Business Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,22.66,35,10.1751,8.2565,48.8054,N,,08/2019,Incumbent
25-1011.00,"Business Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,26.33,35,12.7739,8.5695,57.6736,N,,08/2019,Incumbent
25-1011.00,"Business Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,51.02,35,12.2115,27.8403,73.7645,N,,08/2019,Incumbent
25-1021.00,"Computer Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.49,32,0.1517,2.1769,2.7955,N,,08/2019,Incumbent
25-1021.00,"Computer Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,8.26,32,5.0527,2.2614,25.9668,N,,08/2019,Incumbent
25-1021.00,"Computer Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,34.85,32,12.6967,14.6045,62.5972,N,,08/2019,Incumbent
25-1021.00,"Computer Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,56.88,32,13.0421,30.8431,79.6019,N,,08/2019,Incumbent
25-1022.00,"Mathematical Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.28,40,0.2032,1.8711,2.6931,N,,08/2019,Incumbent
25-1022.00,"Mathematical Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,32.65,40,10.0100,16.1809,54.9014,N,,08/2019,Incumbent
25-1022.00,"Mathematical Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,6.49,40,3.3630,2.2114,17.5526,N,,08/2019,Incumbent
25-1022.00,"Mathematical Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,60.86,40,10.5792,38.7740,79.2465,N,,08/2019,Incumbent
25-1031.00,"Architecture Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.22,27,0.2120,1.7858,2.6574,N,,08/2019,Incumbent
25-1031.00,"Architecture Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,32.16,27,9.7341,15.9277,54.2555,N,,08/2019,Incumbent
25-1031.00,"Architecture Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,13.53,27,6.9447,4.4123,34.6431,N,,08/2019,Incumbent
25-1031.00,"Architecture Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,54.32,27,12.4143,29.8312,76.8776,N,,08/2019,Incumbent
25-1032.00,"Engineering Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.93,21,0.0469,2.8319,3.0000,N,,08/2019,Incumbent
25-1032.00,"Engineering Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,21,0.0000,,,N,,08/2019,Incumbent
25-1032.00,"Engineering Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,7.02,21,4.6890,1.6618,25.2501,N,,08/2019,Incumbent
25-1032.00,"Engineering Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,92.98,21,4.6890,74.7499,98.3382,N,,08/2019,Incumbent
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.74,22,0.1299,2.4734,3.0000,N,,08/2019,Incumbent
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.61,22,0.6570,0.0659,5.4766,N,,08/2019,Incumbent
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,24.42,22,12.8824,7.0322,57.9733,N,,08/2019,Incumbent
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,74.97,22,12.9194,41.7083,92.6137,N,,08/2019,Incumbent
25-1042.00,"Biological Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.92,43,0.0356,2.8450,2.9886,N,,08/2019,Incumbent
25-1042.00,"Biological Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,2.23,43,1.2182,0.7312,6.5806,N,,08/2019,Incumbent
25-1042.00,"Biological Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,3.87,43,2.4160,1.0718,12.9922,N,,08/2019,Incumbent
25-1042.00,"Biological Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,93.91,43,2.7853,85.2298,97.6277,N,,08/2019,Incumbent
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.64,19,0.1842,2.2534,3.0000,N,,08/2020,Incumbent
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.32,19,0.3372,0.0352,2.8624,N,,08/2020,Incumbent
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,35.32,19,18.3690,9.1608,74.7314,N,,08/2020,Incumbent
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,64.36,19,18.3903,25.0971,90.6804,Y,,08/2020,Incumbent
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.64,36,0.1312,2.3708,2.9033,N,,08/2019,Incumbent
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,11.90,36,5.5092,4.4434,28.1897,N,,08/2019,Incumbent
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,12.49,36,7.3896,3.4899,36.0246,N,,08/2019,Incumbent
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,75.61,36,9.1082,53.2137,89.4170,N,,08/2019,Incumbent
25-1052.00,"Chemistry Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.74,32,0.1614,2.4088,3.0000,N,,08/2019,Incumbent
25-1052.00,"Chemistry Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,9.62,32,7.7901,1.6847,39.8192,N,,08/2019,Incumbent
25-1052.00,"Chemistry Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,6.96,32,4.8931,1.5767,25.8890,N,,08/2019,Incumbent
25-1052.00,"Chemistry Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,83.42,32,9.0261,57.0693,95.0084,N,,08/2019,Incumbent
25-1053.00,"Environmental Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.50,52,0.1352,2.2290,2.7719,N,,08/2019,Incumbent
25-1053.00,"Environmental Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,9.33,52,5.6443,2.6234,28.2016,N,,08/2019,Incumbent
25-1053.00,"Environmental Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,31.30,52,10.1519,15.0075,54.0321,N,,08/2019,Incumbent
25-1053.00,"Environmental Science Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,59.37,52,10.5388,37.8084,77.8436,N,,08/2019,Incumbent
25-1054.00,"Physics Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.43,42,0.1985,2.0257,2.8275,N,,08/2019,Incumbent
25-1054.00,"Physics Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,20.08,42,9.9323,6.7127,46.7187,N,,08/2019,Incumbent
25-1054.00,"Physics Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,17.19,42,7.4304,6.7428,37.3284,N,,08/2019,Incumbent
25-1054.00,"Physics Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,62.74,42,11.2235,38.9701,81.6167,N,,08/2019,Incumbent
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,3.00,22,,,,,,08/2025,Occupational Expert
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,0.00,22,,,,,,08/2025,Occupational Expert
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,0.00,22,,,,,,08/2025,Occupational Expert
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,100.00,22,,,,,,08/2025,Occupational Expert
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CT,Context,,2.71,41,0.1477,2.4148,3.0000,N,,08/2019,Incumbent
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),1,10.29,41,7.2320,2.3009,35.8460,N,,08/2019,Incumbent
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),2,8.08,41,4.3343,2.6344,22.2340,N,,08/2019,Incumbent
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",4.C.3.d.8,Duration of Typical Work Week,CTP,Context (Categories 1-3),3,81.62,41,8.1377,59.7383,93.0066,N,,08/2019,Incumbent
